Sexo;Edad;Causas (lista reducida);Total
Mujeres;Menores de 1 año;Enfermedades del sistema osteomuscular y del tejido conjuntivo;0
Mujeres;Menores de 1 año;Artritis reumatoide y osteoartrosis;0
Mujeres;Menores de 1 año;Osteoporosis y fractura patológica;0
Mujeres;Menores de 1 año;Otras enfermedades;0
Mujeres;Menores de 1 año;Enfermedades del sistema genitourinario;0
Mujeres;Menores de 1 año;Enfermedades del riñón y del uréter;0
Mujeres;Menores de 1 año;Enfermedades de los genitales;0
Mujeres;Menores de 1 año;Enfermedades de los genitales;0
Mujeres;Menores de 1 año;Otras enfermedades;0
Mujeres;Menores de 1 año;Embarazo, parto y puerperio;0
Mujeres;Menores de 1 año;Afecciones originadas en el periodo perinatal;30
Mujeres;Menores de 1 año;Malformaciones congénitas, deformidades y anomalías cromosómicas;10
Mujeres;Menores de 1 año;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;Menores de 1 año;Malformaciones congénitas, deformidades y anomalías cromosómicas;4
Mujeres;Menores de 1 año;Malformaciones congénitas, deformidades y anomalías cromosómicas;4
Mujeres;Menores de 1 año;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;7
Mujeres;Menores de 1 año;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;2
Mujeres;Menores de 1 año;Senilidad;0
Mujeres;Menores de 1 año;Muerte súbita infantil;5
Mujeres;Menores de 1 año;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;0
Mujeres;Menores de 1 año;Causas externas de mortalidad;1
Mujeres;Menores de 1 año;Accidentes de tráfico;0
Mujeres;Menores de 1 año;Otros accidentes;0
Mujeres;Menores de 1 año;Caídas accidentales;0
Mujeres;Menores de 1 año;Ahogamiento, sumersión y sofocación accidentales;0
Mujeres;Menores de 1 año;Accidentes por fuego, humo y sustancias calientes;0
Mujeres;Menores de 1 año;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;Menores de 1 año;Otros envenenamientos accidentales;0
Mujeres;Menores de 1 año;Otros accidentes;0
Mujeres;Menores de 1 año;Suicidio y lesiones autoinfligidas;0
Mujeres;Menores de 1 año;Agresiones (Homicidio);1
Mujeres;Menores de 1 año;Eventos de intención no determinada;0
Mujeres;Menores de 1 año;Complicaciones de la atención médica y quirúrgica;0
Mujeres;Menores de 1 año;Otras causas externas y sus efectos tardíos;0
Mujeres;De 1 a 14 años;Enfermedades infecciosas intestinales y parasitarias;2
Mujeres;De 1 a 14 años;Enfermedades infecciosas intestinales y parasitarias;0
Mujeres;De 1 a 14 años;Tuberculosis y sus efectos tardíos;0
Mujeres;De 1 a 14 años;Enfermedad meningocócica;0
Mujeres;De 1 a 14 años;Septicemia;1
Mujeres;De 1 a 14 años;Hepatitis vírica;0
Mujeres;De 1 a 14 años;SIDA;0
Mujeres;De 1 a 14 años;VIH+;0
Mujeres;De 1 a 14 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;1
Mujeres;De 1 a 14 años;Tumores;14
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Otros tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Otros tumores;0
Mujeres;De 1 a 14 años;Tumores malignos;2
Mujeres;De 1 a 14 años;Melanoma maligno de la piel;0
Mujeres;De 1 a 14 años;Otros tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores malignos;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores malignos;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Otros tumores;0
Mujeres;De 1 a 14 años;Tumores;4
Mujeres;De 1 a 14 años;Otros tumores;3
Mujeres;De 1 a 14 años;Tumores;0
Mujeres;De 1 a 14 años;Tumores malignos;0
Mujeres;De 1 a 14 años;Leucemia;4
Mujeres;De 1 a 14 años;Tumores in situ;0
Mujeres;De 1 a 14 años;Tumores benignos;0
Mujeres;De 1 a 14 años;Síndrome mielodisplásico;1
Mujeres;De 1 a 14 años;Otros tumores;0
Mujeres;De 1 a 14 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Mujeres;De 1 a 14 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Mujeres;De 1 a 14 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Mujeres;De 1 a 14 años;Enfermedades endocrinas, nutricionales y metabólicas;3
Mujeres;De 1 a 14 años;Diabetes mellitus;0
Mujeres;De 1 a 14 años;Otras enfermedades;3
Mujeres;De 1 a 14 años;Trastornos mentales y del comportamiento;0
Mujeres;De 1 a 14 años;Trastornos mentales y del comportamiento;0
Mujeres;De 1 a 14 años;Trastornos mentales y del comportamiento;0
Mujeres;De 1 a 14 años;Trastornos mentales y del comportamiento;0
Mujeres;De 1 a 14 años;Trastornos mentales y del comportamiento;0
Mujeres;De 1 a 14 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;6
Mujeres;De 1 a 14 años;Meningitis;0
Mujeres;De 1 a 14 años;Alzheimer;0
Mujeres;De 1 a 14 años;Otras enfermedades;6
Mujeres;De 1 a 14 años;Enfermedades del sistema circulatorio;3
Mujeres;De 1 a 14 años;Enfermedades cardíacas reumáticas crónicas;0
Mujeres;De 1 a 14 años;Enfermedades hipertensivas;0
Mujeres;De 1 a 14 años;Infarto agudo de miocardio;0
Mujeres;De 1 a 14 años;Otras enfermedades;0
Mujeres;De 1 a 14 años;Insuficiencia cardíaca;0
Mujeres;De 1 a 14 años;Otras enfermedades;2
Mujeres;De 1 a 14 años;Enfermedades cerebrovasculares;1
Mujeres;De 1 a 14 años;Aterosclerosis;0
Mujeres;De 1 a 14 años;Otras enfermedades;0
Mujeres;De 1 a 14 años;Enfermedades del sistema respiratorio;1
Mujeres;De 1 a 14 años;Influenza (gripe);0
Mujeres;De 1 a 14 años;Neumonía;0
Mujeres;De 1 a 14 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);0
Mujeres;De 1 a 14 años;Asma;0
Mujeres;De 1 a 14 años;Insuficiencia respiratoria;0
Mujeres;De 1 a 14 años;Otras enfermedades;1
Mujeres;De 1 a 14 años;Enfermedades del sistema digestivo;3
Mujeres;De 1 a 14 años;Úlcera de estómago, duodeno y yeyuno;0
Mujeres;De 1 a 14 años;Enteritis y colitis no infecciosas;0
Mujeres;De 1 a 14 años;Enfermedad vascular intestinal;0
Mujeres;De 1 a 14 años;Cirrosis y otras enfermedades crónicas del hígado;0
Mujeres;De 1 a 14 años;Otras enfermedades;3
Mujeres;De 1 a 14 años;Enfermedades de la piel y del tejido subcutáneo;0
Mujeres;De 1 a 14 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;0
Mujeres;De 1 a 14 años;Artritis reumatoide y osteoartrosis;0
Mujeres;De 1 a 14 años;Osteoporosis y fractura patológica;0
Mujeres;De 1 a 14 años;Otras enfermedades;0
Mujeres;De 1 a 14 años;Enfermedades del sistema genitourinario;0
Mujeres;De 1 a 14 años;Enfermedades del riñón y del uréter;0
Mujeres;De 1 a 14 años;Enfermedades de los genitales;0
Mujeres;De 1 a 14 años;Enfermedades de los genitales;0
Mujeres;De 1 a 14 años;Otras enfermedades;0
Mujeres;De 1 a 14 años;Embarazo, parto y puerperio;0
Mujeres;De 1 a 14 años;Afecciones originadas en el periodo perinatal;1
Mujeres;De 1 a 14 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;4
Mujeres;De 1 a 14 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 1 a 14 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Mujeres;De 1 a 14 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Mujeres;De 1 a 14 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;1
Mujeres;De 1 a 14 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;1
Mujeres;De 1 a 14 años;Senilidad;0
Mujeres;De 1 a 14 años;Muerte súbita infantil;0
Mujeres;De 1 a 14 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;0
Mujeres;De 1 a 14 años;Causas externas de mortalidad;10
Mujeres;De 1 a 14 años;Accidentes de tráfico;3
Mujeres;De 1 a 14 años;Otros accidentes;0
Mujeres;De 1 a 14 años;Caídas accidentales;2
Mujeres;De 1 a 14 años;Ahogamiento, sumersión y sofocación accidentales;1
Mujeres;De 1 a 14 años;Accidentes por fuego, humo y sustancias calientes;0
Mujeres;De 1 a 14 años;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;De 1 a 14 años;Otros envenenamientos accidentales;0
Mujeres;De 1 a 14 años;Otros accidentes;1
Mujeres;De 1 a 14 años;Suicidio y lesiones autoinfligidas;1
Mujeres;De 1 a 14 años;Agresiones (Homicidio);1
Mujeres;De 1 a 14 años;Eventos de intención no determinada;0
Mujeres;De 1 a 14 años;Complicaciones de la atención médica y quirúrgica;1
Mujeres;De 1 a 14 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 15 a 29 años;Enfermedades infecciosas intestinales y parasitarias;1
Mujeres;De 15 a 29 años;Enfermedades infecciosas intestinales y parasitarias;0
Mujeres;De 15 a 29 años;Tuberculosis y sus efectos tardíos;1
Mujeres;De 15 a 29 años;Enfermedad meningocócica;0
Mujeres;De 15 a 29 años;Septicemia;0
Mujeres;De 15 a 29 años;Hepatitis vírica;0
Mujeres;De 15 a 29 años;SIDA;0
Mujeres;De 15 a 29 años;VIH+;0
Mujeres;De 15 a 29 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;0
Mujeres;De 15 a 29 años;Tumores;20
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;2
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Otros tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Otros tumores;0
Mujeres;De 15 a 29 años;Tumores malignos;2
Mujeres;De 15 a 29 años;Melanoma maligno de la piel;2
Mujeres;De 15 a 29 años;Otros tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;1
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores;3
Mujeres;De 15 a 29 años;Tumores malignos;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores malignos;0
Mujeres;De 15 a 29 años;Tumores;1
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Otros tumores;0
Mujeres;De 15 a 29 años;Tumores;5
Mujeres;De 15 a 29 años;Otros tumores;0
Mujeres;De 15 a 29 años;Tumores;0
Mujeres;De 15 a 29 años;Tumores malignos;1
Mujeres;De 15 a 29 años;Leucemia;3
Mujeres;De 15 a 29 años;Tumores in situ;0
Mujeres;De 15 a 29 años;Tumores benignos;0
Mujeres;De 15 a 29 años;Síndrome mielodisplásico;0
Mujeres;De 15 a 29 años;Otros tumores;0
Mujeres;De 15 a 29 años;Enfermedades de la sangre y de los órganos hematopoyéticos;2
Mujeres;De 15 a 29 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Mujeres;De 15 a 29 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;1
Mujeres;De 15 a 29 años;Enfermedades endocrinas, nutricionales y metabólicas;0
Mujeres;De 15 a 29 años;Diabetes mellitus;0
Mujeres;De 15 a 29 años;Otras enfermedades;0
Mujeres;De 15 a 29 años;Trastornos mentales y del comportamiento;0
Mujeres;De 15 a 29 años;Trastornos mentales y del comportamiento;0
Mujeres;De 15 a 29 años;Trastornos mentales y del comportamiento;0
Mujeres;De 15 a 29 años;Trastornos mentales y del comportamiento;0
Mujeres;De 15 a 29 años;Trastornos mentales y del comportamiento;0
Mujeres;De 15 a 29 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;7
Mujeres;De 15 a 29 años;Meningitis;0
Mujeres;De 15 a 29 años;Alzheimer;0
Mujeres;De 15 a 29 años;Otras enfermedades;7
Mujeres;De 15 a 29 años;Enfermedades del sistema circulatorio;3
Mujeres;De 15 a 29 años;Enfermedades cardíacas reumáticas crónicas;0
Mujeres;De 15 a 29 años;Enfermedades hipertensivas;0
Mujeres;De 15 a 29 años;Infarto agudo de miocardio;0
Mujeres;De 15 a 29 años;Otras enfermedades;0
Mujeres;De 15 a 29 años;Insuficiencia cardíaca;0
Mujeres;De 15 a 29 años;Otras enfermedades;1
Mujeres;De 15 a 29 años;Enfermedades cerebrovasculares;2
Mujeres;De 15 a 29 años;Aterosclerosis;0
Mujeres;De 15 a 29 años;Otras enfermedades;0
Mujeres;De 15 a 29 años;Enfermedades del sistema respiratorio;4
Mujeres;De 15 a 29 años;Influenza (gripe);0
Mujeres;De 15 a 29 años;Neumonía;3
Mujeres;De 15 a 29 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);0
Mujeres;De 15 a 29 años;Asma;0
Mujeres;De 15 a 29 años;Insuficiencia respiratoria;0
Mujeres;De 15 a 29 años;Otras enfermedades;1
Mujeres;De 15 a 29 años;Enfermedades del sistema digestivo;2
Mujeres;De 15 a 29 años;Úlcera de estómago, duodeno y yeyuno;0
Mujeres;De 15 a 29 años;Enteritis y colitis no infecciosas;0
Mujeres;De 15 a 29 años;Enfermedad vascular intestinal;0
Mujeres;De 15 a 29 años;Cirrosis y otras enfermedades crónicas del hígado;0
Mujeres;De 15 a 29 años;Otras enfermedades;2
Mujeres;De 15 a 29 años;Enfermedades de la piel y del tejido subcutáneo;0
Mujeres;De 15 a 29 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;0
Mujeres;De 15 a 29 años;Artritis reumatoide y osteoartrosis;0
Mujeres;De 15 a 29 años;Osteoporosis y fractura patológica;0
Mujeres;De 15 a 29 años;Otras enfermedades;0
Mujeres;De 15 a 29 años;Enfermedades del sistema genitourinario;0
Mujeres;De 15 a 29 años;Enfermedades del riñón y del uréter;0
Mujeres;De 15 a 29 años;Enfermedades de los genitales;0
Mujeres;De 15 a 29 años;Enfermedades de los genitales;0
Mujeres;De 15 a 29 años;Otras enfermedades;0
Mujeres;De 15 a 29 años;Embarazo, parto y puerperio;0
Mujeres;De 15 a 29 años;Afecciones originadas en el periodo perinatal;0
Mujeres;De 15 a 29 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;5
Mujeres;De 15 a 29 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 15 a 29 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Mujeres;De 15 a 29 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;De 15 a 29 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;3
Mujeres;De 15 a 29 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;3
Mujeres;De 15 a 29 años;Senilidad;0
Mujeres;De 15 a 29 años;Muerte súbita infantil;0
Mujeres;De 15 a 29 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;0
Mujeres;De 15 a 29 años;Causas externas de mortalidad;18
Mujeres;De 15 a 29 años;Accidentes de tráfico;5
Mujeres;De 15 a 29 años;Otros accidentes;0
Mujeres;De 15 a 29 años;Caídas accidentales;0
Mujeres;De 15 a 29 años;Ahogamiento, sumersión y sofocación accidentales;0
Mujeres;De 15 a 29 años;Accidentes por fuego, humo y sustancias calientes;0
Mujeres;De 15 a 29 años;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;De 15 a 29 años;Otros envenenamientos accidentales;0
Mujeres;De 15 a 29 años;Otros accidentes;1
Mujeres;De 15 a 29 años;Suicidio y lesiones autoinfligidas;10
Mujeres;De 15 a 29 años;Agresiones (Homicidio);2
Mujeres;De 15 a 29 años;Eventos de intención no determinada;0
Mujeres;De 15 a 29 años;Complicaciones de la atención médica y quirúrgica;0
Mujeres;De 15 a 29 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 30 a 39 años;Enfermedades infecciosas intestinales y parasitarias;2
Mujeres;De 30 a 39 años;Enfermedades infecciosas intestinales y parasitarias;0
Mujeres;De 30 a 39 años;Tuberculosis y sus efectos tardíos;1
Mujeres;De 30 a 39 años;Enfermedad meningocócica;0
Mujeres;De 30 a 39 años;Septicemia;0
Mujeres;De 30 a 39 años;Hepatitis vírica;0
Mujeres;De 30 a 39 años;SIDA;1
Mujeres;De 30 a 39 años;VIH+;0
Mujeres;De 30 a 39 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;0
Mujeres;De 30 a 39 años;Tumores;65
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Tumores;3
Mujeres;De 30 a 39 años;Tumores;4
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Otros tumores;2
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Tumores;3
Mujeres;De 30 a 39 años;Otros tumores;0
Mujeres;De 30 a 39 años;Tumores malignos;3
Mujeres;De 30 a 39 años;Melanoma maligno de la piel;2
Mujeres;De 30 a 39 años;Otros tumores;0
Mujeres;De 30 a 39 años;Tumores;17
Mujeres;De 30 a 39 años;Tumores;5
Mujeres;De 30 a 39 años;Tumores;2
Mujeres;De 30 a 39 años;Tumores;3
Mujeres;De 30 a 39 años;Tumores malignos;1
Mujeres;De 30 a 39 años;Tumores;0
Mujeres;De 30 a 39 años;Tumores malignos;0
Mujeres;De 30 a 39 años;Tumores;2
Mujeres;De 30 a 39 años;Tumores;1
Mujeres;De 30 a 39 años;Otros tumores;1
Mujeres;De 30 a 39 años;Tumores;7
Mujeres;De 30 a 39 años;Otros tumores;0
Mujeres;De 30 a 39 años;Tumores;1
Mujeres;De 30 a 39 años;Tumores malignos;3
Mujeres;De 30 a 39 años;Leucemia;3
Mujeres;De 30 a 39 años;Tumores in situ;0
Mujeres;De 30 a 39 años;Tumores benignos;0
Mujeres;De 30 a 39 años;Síndrome mielodisplásico;1
Mujeres;De 30 a 39 años;Otros tumores;1
Mujeres;De 30 a 39 años;Enfermedades de la sangre y de los órganos hematopoyéticos;0
Mujeres;De 30 a 39 años;Enfermedades de la sangre y de los órganos hematopoyéticos;0
Mujeres;De 30 a 39 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Mujeres;De 30 a 39 años;Enfermedades endocrinas, nutricionales y metabólicas;1
Mujeres;De 30 a 39 años;Diabetes mellitus;1
Mujeres;De 30 a 39 años;Otras enfermedades;0
Mujeres;De 30 a 39 años;Trastornos mentales y del comportamiento;0
Mujeres;De 30 a 39 años;Trastornos mentales y del comportamiento;0
Mujeres;De 30 a 39 años;Trastornos mentales y del comportamiento;0
Mujeres;De 30 a 39 años;Trastornos mentales y del comportamiento;0
Mujeres;De 30 a 39 años;Trastornos mentales y del comportamiento;0
Mujeres;De 30 a 39 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;7
Mujeres;De 30 a 39 años;Meningitis;0
Mujeres;De 30 a 39 años;Alzheimer;0
Mujeres;De 30 a 39 años;Otras enfermedades;7
Mujeres;De 30 a 39 años;Enfermedades del sistema circulatorio;10
Mujeres;De 30 a 39 años;Enfermedades cardíacas reumáticas crónicas;0
Mujeres;De 30 a 39 años;Enfermedades hipertensivas;0
Mujeres;De 30 a 39 años;Infarto agudo de miocardio;4
Mujeres;De 30 a 39 años;Otras enfermedades;1
Mujeres;De 30 a 39 años;Insuficiencia cardíaca;0
Mujeres;De 30 a 39 años;Otras enfermedades;3
Mujeres;De 30 a 39 años;Enfermedades cerebrovasculares;2
Mujeres;De 30 a 39 años;Aterosclerosis;0
Mujeres;De 30 a 39 años;Otras enfermedades;0
Mujeres;De 30 a 39 años;Enfermedades del sistema respiratorio;8
Mujeres;De 30 a 39 años;Influenza (gripe);0
Mujeres;De 30 a 39 años;Neumonía;0
Mujeres;De 30 a 39 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);0
Mujeres;De 30 a 39 años;Asma;0
Mujeres;De 30 a 39 años;Insuficiencia respiratoria;0
Mujeres;De 30 a 39 años;Otras enfermedades;8
Mujeres;De 30 a 39 años;Enfermedades del sistema digestivo;5
Mujeres;De 30 a 39 años;Úlcera de estómago, duodeno y yeyuno;0
Mujeres;De 30 a 39 años;Enteritis y colitis no infecciosas;0
Mujeres;De 30 a 39 años;Enfermedad vascular intestinal;0
Mujeres;De 30 a 39 años;Cirrosis y otras enfermedades crónicas del hígado;0
Mujeres;De 30 a 39 años;Otras enfermedades;5
Mujeres;De 30 a 39 años;Enfermedades de la piel y del tejido subcutáneo;0
Mujeres;De 30 a 39 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;4
Mujeres;De 30 a 39 años;Artritis reumatoide y osteoartrosis;0
Mujeres;De 30 a 39 años;Osteoporosis y fractura patológica;0
Mujeres;De 30 a 39 años;Otras enfermedades;4
Mujeres;De 30 a 39 años;Enfermedades del sistema genitourinario;0
Mujeres;De 30 a 39 años;Enfermedades del riñón y del uréter;0
Mujeres;De 30 a 39 años;Enfermedades de los genitales;0
Mujeres;De 30 a 39 años;Enfermedades de los genitales;0
Mujeres;De 30 a 39 años;Otras enfermedades;0
Mujeres;De 30 a 39 años;Embarazo, parto y puerperio;0
Mujeres;De 30 a 39 años;Afecciones originadas en el periodo perinatal;0
Mujeres;De 30 a 39 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;De 30 a 39 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 30 a 39 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 30 a 39 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;De 30 a 39 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;13
Mujeres;De 30 a 39 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;10
Mujeres;De 30 a 39 años;Senilidad;0
Mujeres;De 30 a 39 años;Muerte súbita infantil;0
Mujeres;De 30 a 39 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;3
Mujeres;De 30 a 39 años;Causas externas de mortalidad;17
Mujeres;De 30 a 39 años;Accidentes de tráfico;4
Mujeres;De 30 a 39 años;Otros accidentes;0
Mujeres;De 30 a 39 años;Caídas accidentales;0
Mujeres;De 30 a 39 años;Ahogamiento, sumersión y sofocación accidentales;1
Mujeres;De 30 a 39 años;Accidentes por fuego, humo y sustancias calientes;0
Mujeres;De 30 a 39 años;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;De 30 a 39 años;Otros envenenamientos accidentales;0
Mujeres;De 30 a 39 años;Otros accidentes;1
Mujeres;De 30 a 39 años;Suicidio y lesiones autoinfligidas;9
Mujeres;De 30 a 39 años;Agresiones (Homicidio);2
Mujeres;De 30 a 39 años;Eventos de intención no determinada;0
Mujeres;De 30 a 39 años;Complicaciones de la atención médica y quirúrgica;0
Mujeres;De 30 a 39 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 40 a 44 años;Enfermedades infecciosas intestinales y parasitarias;4
Mujeres;De 40 a 44 años;Enfermedades infecciosas intestinales y parasitarias;0
Mujeres;De 40 a 44 años;Tuberculosis y sus efectos tardíos;0
Mujeres;De 40 a 44 años;Enfermedad meningocócica;0
Mujeres;De 40 a 44 años;Septicemia;1
Mujeres;De 40 a 44 años;Hepatitis vírica;1
Mujeres;De 40 a 44 años;SIDA;1
Mujeres;De 40 a 44 años;VIH+;0
Mujeres;De 40 a 44 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;1
Mujeres;De 40 a 44 años;Tumores;83
Mujeres;De 40 a 44 años;Tumores;2
Mujeres;De 40 a 44 años;Tumores;0
Mujeres;De 40 a 44 años;Tumores;7
Mujeres;De 40 a 44 años;Tumores;1
Mujeres;De 40 a 44 años;Tumores;0
Mujeres;De 40 a 44 años;Tumores;1
Mujeres;De 40 a 44 años;Tumores;1
Mujeres;De 40 a 44 años;Otros tumores;0
Mujeres;De 40 a 44 años;Tumores;0
Mujeres;De 40 a 44 años;Tumores;7
Mujeres;De 40 a 44 años;Otros tumores;0
Mujeres;De 40 a 44 años;Tumores malignos;0
Mujeres;De 40 a 44 años;Melanoma maligno de la piel;1
Mujeres;De 40 a 44 años;Otros tumores;5
Mujeres;De 40 a 44 años;Tumores;30
Mujeres;De 40 a 44 años;Tumores;9
Mujeres;De 40 a 44 años;Tumores;1
Mujeres;De 40 a 44 años;Tumores;3
Mujeres;De 40 a 44 años;Tumores malignos;1
Mujeres;De 40 a 44 años;Tumores;0
Mujeres;De 40 a 44 años;Tumores malignos;0
Mujeres;De 40 a 44 años;Tumores;0
Mujeres;De 40 a 44 años;Tumores;0
Mujeres;De 40 a 44 años;Otros tumores;0
Mujeres;De 40 a 44 años;Tumores;2
Mujeres;De 40 a 44 años;Otros tumores;0
Mujeres;De 40 a 44 años;Tumores;4
Mujeres;De 40 a 44 años;Tumores malignos;2
Mujeres;De 40 a 44 años;Leucemia;3
Mujeres;De 40 a 44 años;Tumores in situ;0
Mujeres;De 40 a 44 años;Tumores benignos;1
Mujeres;De 40 a 44 años;Síndrome mielodisplásico;0
Mujeres;De 40 a 44 años;Otros tumores;2
Mujeres;De 40 a 44 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Mujeres;De 40 a 44 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Mujeres;De 40 a 44 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Mujeres;De 40 a 44 años;Enfermedades endocrinas, nutricionales y metabólicas;2
Mujeres;De 40 a 44 años;Diabetes mellitus;1
Mujeres;De 40 a 44 años;Otras enfermedades;1
Mujeres;De 40 a 44 años;Trastornos mentales y del comportamiento;2
Mujeres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Mujeres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Mujeres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Mujeres;De 40 a 44 años;Trastornos mentales y del comportamiento;2
Mujeres;De 40 a 44 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;5
Mujeres;De 40 a 44 años;Meningitis;0
Mujeres;De 40 a 44 años;Alzheimer;0
Mujeres;De 40 a 44 años;Otras enfermedades;5
Mujeres;De 40 a 44 años;Enfermedades del sistema circulatorio;15
Mujeres;De 40 a 44 años;Enfermedades cardíacas reumáticas crónicas;0
Mujeres;De 40 a 44 años;Enfermedades hipertensivas;0
Mujeres;De 40 a 44 años;Infarto agudo de miocardio;2
Mujeres;De 40 a 44 años;Otras enfermedades;2
Mujeres;De 40 a 44 años;Insuficiencia cardíaca;2
Mujeres;De 40 a 44 años;Otras enfermedades;4
Mujeres;De 40 a 44 años;Enfermedades cerebrovasculares;5
Mujeres;De 40 a 44 años;Aterosclerosis;0
Mujeres;De 40 a 44 años;Otras enfermedades;0
